id,squadron,type,description,start_lat,start_lng,end_lat,end_lng,start_time,duration_hours,altitude,speed,waypoints,origin_base,target_name,num_aircraft,to_check,mission_category
TWENTIETHAF-19450217-00,Twentieth AF,B-29 Superfortress,9 B-29’s from Saipan bomb Dublon | sub pens.,13.54,144.93,,,1945-02-17T06:00:00Z,,31000,220,,Guam North Field,,9,,Strategic Bombing
SEVENTHAF-19450217-00,Seventh AF,B-24 Liberator,"42 B-24’s from Saipan blast def installations and bivouac area. 3 others, on armed rcn flight, bomb Marcus. 3 B-24’s from Guam, escorting photo plane over Truk Atoll bomb Param, Uman, and Eten in the atoll. 5 B-24’s from Saipan fly individual snooper strikes during 17/18 Feb against Chichi Jima.",24.78,141.32,7.45,151.83,1945-02-17T06:00:00Z,5.6,22000,215,,Iwo Jima,Truk,42,,Reconnaissance
ELEVENTHAF-19450217-00,Eleventh AF,B-25 Mitchell,4 B-25’s provide air coverage for naval TF en route to Paramushiru.,52.71,174.13,50.38,155.76,1945-02-17T06:00:00Z,3.0,15000,230,,Shemya Aleutians,Paramushiru,4,,Tactical Bombing
TENTHAF-19450218-00,Tenth AF,B-25 Mitchell,"12 B-25’s demolish bridges at Namsang and Ke-hsi Mansam. 30-plus FBs spt ground forces in Mongmit-Myitson-Nabu area. More than 100 FBs pound troop concentrations, supplies, vehicles, and other tgts immediately in adv of the southward moving battleline in Burma. Transports fly 602 sorties to forward areas.",24.25,97.23,20.89,97.73,1945-02-18T06:00:00Z,1.2,15000,230,,Bhamo Burma,Namsang,12,,Tactical Bombing
FOURTEENTHAF-19450218-00,Fourteenth AF,B-24 Liberator,"25 FBs attack Sinyang railroad yards and A/F and T/Os along Pinghan railroad, at Chiuchiang, in Nanking area, E of Lohochai, and SE of Hsuchang. 4 B-24’s over S China Sea claim damage on 2 vessels.",25.01,102.71,29.71,115.98,1945-02-18T06:00:00Z,3.5,22000,215,,Kunming China,Chiuchiang,4,,Tactical Bombing
FEAF-19450218-00,FEAF,B-24 Liberator,"B-24’s bomb Takao, Okayama, and Toshien A/Fs. P-38’s provide spt. B-25’s and ftrs pound comm tgts and T/Os throughout Formosa. MBs and ftrs continue to fly numerous missions in spt of ground forces on Luzon. B-24’s bomb Labuan A/F.",10.99,124.91,22.62,120.31,1945-02-18T06:00:00Z,3.5,22000,215,,Leyte Philippines,Takao,,,Tactical Bombing
FEAF-19450218-01,FEAF,B-25 Mitchell,"B-24’s bomb Takao, Okayama, and Toshien A/Fs. P-38’s provide spt. B-25’s and ftrs pound comm tgts and T/Os throughout Formosa. MBs and ftrs continue to fly numerous missions in spt of ground forces on Luzon. B-24’s bomb Labuan A/F.",10.99,124.91,22.62,120.31,1945-02-18T06:00:00Z,3.2,15000,230,,Leyte Philippines,Takao,,,Tactical Bombing
FEAF-19450218-02,FEAF,P-38 Lightning,"B-24’s bomb Takao, Okayama, and Toshien A/Fs. P-38’s provide spt. B-25’s and ftrs pound comm tgts and T/Os throughout Formosa. MBs and ftrs continue to fly numerous missions in spt of ground forces on Luzon. B-24’s bomb Labuan A/F.",10.99,124.91,22.62,120.31,1945-02-18T06:00:00Z,2.6,20000,275,,Leyte Philippines,Takao,,,Fighter
TWENTIETHAF-19450218-00,Twentieth AF,B-29 Superfortress,35 Marianas-based B-29’s bomb 2 A/Fs on Moen I.,13.54,144.93,7.45,151.85,1945-02-18T06:00:00Z,2.5,31000,220,,Guam North Field,Moen,,,Strategic Bombing
SEVENTHAF-19450218-00,Seventh AF,B-24 Liberator,"36 Guam-based B-24’s dispatched against lwo Jima are recalled because of complete cloud cover over the tgt. 3 others on armed rcn bomb Marcus. During 18/19 Feb, 9 B-24’s from Guam individually strike Chichi Jima.",24.78,141.32,27.09,142.19,1945-02-18T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,9,,Reconnaissance
ELEVENTHAF-19450218-00,Eleventh AF,B-24 Liberator,7 B-24’s fly cover sorties for naval force during its approach to Kurabu Cape.,52.71,174.13,,,1945-02-18T06:00:00Z,,22000,215,,Shemya Aleutians,,7,,Tactical Bombing
TENTHAF-19450219-00,Tenth AF,B-25 Mitchell,"24 B-25’s and 31 P-47’s fly close spt strikes in Mongmit-Myitson area. 70-plus FBs hit troop concen- trations, supplies, and villages behind the battleline in C Burma. Heavy transport operations continue.",25.4,97.39,,,1945-02-19T06:00:00Z,,15000,230,,Myitkyina Burma,,24,,Tactical Bombing
TENTHAF-19450219-01,Tenth AF,P-47 Thunderbolt,"24 B-25’s and 31 P-47’s fly close spt strikes in Mongmit-Myitson area. 70-plus FBs hit troop concen- trations, supplies, and villages behind the battleline in C Burma. Heavy transport operations continue.",25.4,97.39,,,1945-02-19T06:00:00Z,,25000,350,,Myitkyina Burma,,31,,Fighter
FOURTEENTHAF-19450219-00,Fourteenth AF,P-40 Warhawk,"14 P-51’s and P-40’s blast rail and river traffic at Chiuchiang, Hsuchang, Lung Hai, and Tsinpu.",25.01,102.71,29.71,115.98,1945-02-19T06:00:00Z,2.5,15000,310,,Kunming China,Chiuchiang,,,Fighter
FOURTEENTHAF-19450219-01,Fourteenth AF,P-51 Mustang,"14 P-51’s and P-40’s blast rail and river traffic at Chiuchiang, Hsuchang, Lung Hai, and Tsinpu.",25.01,102.71,29.71,115.98,1945-02-19T06:00:00Z,2.2,25000,362,,Kunming China,Chiuchiang,14,,Fighter
FEAF-19450219-00,FEAF,B-24 Liberator,"B-24’s bomb Koshun, Heito, and Takao A/Fs. MBs and ftrs on sweeps over the island attack a large number of T/Os including trains parked airplanes, buildings, and coastal vessels. In C Phil, USMC Corsairs under tac cmd of Thirteenth AF fly napalm strikes against A/Fs and other tgts. Ftrs, B-25’s, and A-20’s continue to spt ground forces at San Augustin, Carranglen, Balete Pass, and Bataan Peninsula and bomb Japanese-held sectors on Corregidor. B-24’s bomb Miri A/F.",10.99,124.91,22.69,120.49,1945-02-19T06:00:00Z,3.5,22000,215,,Leyte Philippines,Heito,,,Tactical Bombing
FEAF-19450219-01,FEAF,B-25 Mitchell,"B-24’s bomb Koshun, Heito, and Takao A/Fs. MBs and ftrs on sweeps over the island attack a large number of T/Os including trains parked airplanes, buildings, and coastal vessels. In C Phil, USMC Corsairs under tac cmd of Thirteenth AF fly napalm strikes against A/Fs and other tgts. Ftrs, B-25’s, and A-20’s continue to spt ground forces at San Augustin, Carranglen, Balete Pass, and Bataan Peninsula and bomb Japanese-held sectors on Corregidor. B-24’s bomb Miri A/F.",10.99,124.91,22.69,120.49,1945-02-19T06:00:00Z,3.2,15000,230,,Leyte Philippines,Heito,,,Tactical Bombing
FEAF-19450219-02,FEAF,A-20 Havoc,"B-24’s bomb Koshun, Heito, and Takao A/Fs. MBs and ftrs on sweeps over the island attack a large number of T/Os including trains parked airplanes, buildings, and coastal vessels. In C Phil, USMC Corsairs under tac cmd of Thirteenth AF fly napalm strikes against A/Fs and other tgts. Ftrs, B-25’s, and A-20’s continue to spt ground forces at San Augustin, Carranglen, Balete Pass, and Bataan Peninsula and bomb Japanese-held sectors on Corregidor. B-24’s bomb Miri A/F.",10.99,124.91,22.69,120.49,1945-02-19T06:00:00Z,2.5,10000,300,,Leyte Philippines,Heito,,,Ground Attack
FEAF-19450219-03,FEAF,F4U Corsair,"B-24’s bomb Koshun, Heito, and Takao A/Fs. MBs and ftrs on sweeps over the island attack a large number of T/Os including trains parked airplanes, buildings, and coastal vessels. In C Phil, USMC Corsairs under tac cmd of Thirteenth AF fly napalm strikes against A/Fs and other tgts. Ftrs, B-25’s, and A-20’s continue to spt ground forces at San Augustin, Carranglen, Balete Pass, and Bataan Peninsula and bomb Japanese-held sectors on Corregidor. B-24’s bomb Miri A/F.",10.99,124.91,22.69,120.49,1945-02-19T06:00:00Z,2.5,20000,340,,Leyte Philippines,Heito,,,Fighter
TWENTIETHAF-19450219-00,Twentieth AF,B-29 Superfortress,"Around 50 B-29’s bomb Central Railroad Repair Shops at Kuala Lumpur, some bombing from only 1,000 ft. 4 other VHBs hit alternates of Alor Star A/F, and M/Y at Martaban. 150 B-29’s are airborne against Musashino aircraft plant hoping to draw air reinforcements away from Iwo Jima which US Marines invade. Thick clouds completely cover the primary so 119 B-29’s bomb port and urban area of Tokyo. 12 others hit last resort tgts and T/Os. 6 B-29’s are lost. US gunners claim 39 ftrs downed.",13.54,144.93,35.71,139.55,1945-02-19T06:00:00Z,6.2,31000,220,,Guam North Field,Musashino,50,,Strategic Bombing
SEVENTHAF-19450219-00,Seventh AF,B-24 Liberator,"44 B-24’s from Saipan are sent against lwo Jima. 14 pound def positions and bivouac and storage areas little more than an hr before elements of US 4th and 5th Marine Divs make amphibious landing on SE; coast at 0900. The other 30 HBs abort because of cloud cover, mechanical trouble, or arrival over tgt too late to make a bomb run. 26 B-24’s from Angaur bomb Likanan A/F. During 19/20 Feb, 8 Saipan-based B-24’s fly individual heckler strikes over Chichi Jima.",24.78,141.32,27.09,142.19,1945-02-19T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,44,,Tactical Bombing
ELEVENTHAF-19450219-00,Eleventh AF,B-24 Liberator,6 B-24’s fly photo rcn over Shimushu and bomb Kurabu Cape A/F. 6 ftrs intercept; the B-24’s claim 4 damaged. 4 B-25’s weather-abort a mission to hit tgts along the Hayakegawa R.,52.71,174.13,50.71,156.12,1945-02-19T06:00:00Z,3.2,22000,215,,Shemya Aleutians,Shimushu,6,,Reconnaissance
ELEVENTHAF-19450219-01,Eleventh AF,B-25 Mitchell,6 B-24’s fly photo rcn over Shimushu and bomb Kurabu Cape A/F. 6 ftrs intercept; the B-24’s claim 4 damaged. 4 B-25’s weather-abort a mission to hit tgts along the Hayakegawa R.,52.71,174.13,50.71,156.12,1945-02-19T06:00:00Z,3.0,15000,230,,Shemya Aleutians,Shimushu,4,,Reconnaissance
TENTHAF-19450220-00,Tenth AF,P-38 Lightning,"44 P-47’s fly close spt strikes in Mongmit battle sector. 8 spt ground forces in Namhsan area. 13 P- 38’s severely damage bridge at Mong Long. Nearly 100 P-47’s and P-38’s pound troop concentra- tions, supply and ammo dumps, and general T/Os behind enemy lines. Large-scale transport opera- tions continue.",25.4,97.39,,,1945-02-20T06:00:00Z,,20000,275,,Myitkyina Burma,,,,Fighter
TENTHAF-19450220-01,Tenth AF,P-47 Thunderbolt,"44 P-47’s fly close spt strikes in Mongmit battle sector. 8 spt ground forces in Namhsan area. 13 P- 38’s severely damage bridge at Mong Long. Nearly 100 P-47’s and P-38’s pound troop concentra- tions, supply and ammo dumps, and general T/Os behind enemy lines. Large-scale transport opera- tions continue.",25.4,97.39,,,1945-02-20T06:00:00Z,,25000,350,,Myitkyina Burma,,44,,Fighter
FOURTEENTHAF-19450220-00,Fourteenth AF,P-51 Mustang,"34 P-51’s pound locomotives, railroad cars, and other T/Os at Tsingtao and Puchi. About 30 other FBs on armed rcn hit T/Os (mainly rail and river trafflc) at scattered locations including Changsha, Lohochai, Tsingtao, Chukiatsi, N of Lingling, and between Siangsiang and Siangtan.",25.01,102.71,26.23,111.61,1945-02-20T06:00:00Z,1.4,25000,362,,Kunming China,Lingling,34,,Reconnaissance
FEAF-19450220-00,FEAF,B-24 Liberator,"B-24’s bomb runways and warehouse at Jesselton A/F. Buildings at Puerto Princesa and underground installation on Corregidor are pounded. B-25’s and ftrs over Formosa thoroughly blast town of Choshu, and also hit railroad yards, vehicles, railway rolling stock, and buildings.",10.99,124.91,5.98,116.07,1945-02-20T06:00:00Z,2.8,22000,215,,Leyte Philippines,Jesselton,,,Tactical Bombing
FEAF-19450220-01,FEAF,B-25 Mitchell,"B-24’s bomb runways and warehouse at Jesselton A/F. Buildings at Puerto Princesa and underground installation on Corregidor are pounded. B-25’s and ftrs over Formosa thoroughly blast town of Choshu, and also hit railroad yards, vehicles, railway rolling stock, and buildings.",10.99,124.91,5.98,116.07,1945-02-20T06:00:00Z,2.6,15000,230,,Leyte Philippines,Jesselton,,,Tactical Bombing
SEVENTHAF-19450220-00,Seventh AF,B-24 Liberator,"2 Guam-based B-24’s on armed rcn flight bomb Marcus. During 20/21 Feb 7 B-24’s flying individual raids, bomb town of Okimura and A/F on Chichi Jima.",24.78,141.32,27.09,142.19,1945-02-20T06:00:00Z,0.7,22000,215,,Iwo Jima,Chichi Jima,7,,Reconnaissance
TENTHAF-19450221-00,Tenth AF,P-47 Thunderbolt,16 P-47’s provide close spt for ground forces in Namhsan area. 15 spt ground forces in Mongmit sec- tor. 100-plus FBs strike supply and troop concentrations and make offensive sweeps of roads along battleline areas. Transports continue to land men and supplies at forward bases and drop supplies to frontline troops.,25.4,97.39,,,1945-02-21T06:00:00Z,,25000,350,,Myitkyina Burma,,16,,Fighter
FOURTEENTHAF-19450221-00,Fourteenth AF,B-25 Mitchell,"21 B-25’s, supported by 12 P-51’s, pound Taiyuan. 2 B-25’s and 12 P-40’s hit Yoyang. About 100 FBs on armed rcn attack troops, trucks, horses, railroad tgts, river shipping, and other T/Os at many loca- tions throughout S and E China.",25.01,102.71,29.37,113.09,1945-02-21T06:00:00Z,2.7,15000,230,,Kunming China,Yoyang,21,,Reconnaissance
FOURTEENTHAF-19450221-01,Fourteenth AF,P-40 Warhawk,"21 B-25’s, supported by 12 P-51’s, pound Taiyuan. 2 B-25’s and 12 P-40’s hit Yoyang. About 100 FBs on armed rcn attack troops, trucks, horses, railroad tgts, river shipping, and other T/Os at many loca- tions throughout S and E China.",25.01,102.71,29.37,113.09,1945-02-21T06:00:00Z,2.0,15000,310,,Kunming China,Yoyang,12,,Reconnaissance
FOURTEENTHAF-19450221-02,Fourteenth AF,P-51 Mustang,"21 B-25’s, supported by 12 P-51’s, pound Taiyuan. 2 B-25’s and 12 P-40’s hit Yoyang. About 100 FBs on armed rcn attack troops, trucks, horses, railroad tgts, river shipping, and other T/Os at many loca- tions throughout S and E China.",25.01,102.71,29.37,113.09,1945-02-21T06:00:00Z,1.8,25000,362,,Kunming China,Yoyang,12,,Reconnaissance
FEAF-19450221-00,FEAF,B-24 Liberator,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,14.38,120.57,1945-02-21T06:00:00Z,1.5,22000,215,,Leyte Philippines,Corregidor,,,Tactical Bombing
FEAF-19450221-01,FEAF,B-25 Mitchell,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,14.38,120.57,1945-02-21T06:00:00Z,1.4,15000,230,,Leyte Philippines,Corregidor,,,Tactical Bombing
FEAF-19450221-02,FEAF,A-20 Havoc,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,5.98,116.07,1945-02-21T06:00:00Z,1.1,10000,300,,Leyte Philippines,Jesselton,,,Ground Attack
FEAF-19450221-03,FEAF,P-38 Lightning,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,14.38,120.57,1945-02-21T06:00:00Z,1.1,20000,275,,Leyte Philippines,Corregidor,,,Fighter
FEAF-19450221-04,FEAF,P-40 Warhawk,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,14.38,120.57,1945-02-21T06:00:00Z,1.1,15000,310,,Leyte Philippines,Corregidor,,,Fighter
FEAF-19450221-05,FEAF,P-47 Thunderbolt,"B-24’s bomb Japanese positions in hills W of Ft Stotsenburg. P-47’s pound Corregidor and strafe Bagae-Pilar road and P-40’s spt ground forces at Marikina, San Mateo, and on Corregidor. Basco is hit by B-25’s, A-20’s, and P-38’s. B-24’s bomb Kudat and Sandakan A/Fs while A-20’s attack Jesselton A/F and town.",10.99,124.91,14.38,120.57,1945-02-21T06:00:00Z,1.1,25000,350,,Leyte Philippines,Corregidor,,,Fighter
SEVENTHAF-19450221-00,Seventh AF,B-24 Liberator,"24 P-47’s from Saipan hit Pagan with napalm. P-38’s from Guam escort photo airplanes over Truk and strafe aircraft on Moen and wharf on Falas |. 3 Guambased B-24’s on armed rcn flight bomb A/F on Marcus. During 21/22 Feb, 6 HBs fly individual snooper raids from Guam against Chichi Jima.",24.78,141.32,24.3,153.98,1945-02-21T06:00:00Z,2.2,22000,215,,Iwo Jima,Marcus,,,Reconnaissance
SEVENTHAF-19450221-01,Seventh AF,P-38 Lightning,"24 P-47’s from Saipan hit Pagan with napalm. P-38’s from Guam escort photo airplanes over Truk and strafe aircraft on Moen and wharf on Falas |. 3 Guambased B-24’s on armed rcn flight bomb A/F on Marcus. During 21/22 Feb, 6 HBs fly individual snooper raids from Guam against Chichi Jima.",24.78,141.32,18.12,145.76,1945-02-21T06:00:00Z,1.6,20000,275,,Iwo Jima,Pagan,,,Reconnaissance
SEVENTHAF-19450221-02,Seventh AF,P-47 Thunderbolt,"24 P-47’s from Saipan hit Pagan with napalm. P-38’s from Guam escort photo airplanes over Truk and strafe aircraft on Moen and wharf on Falas |. 3 Guambased B-24’s on armed rcn flight bomb A/F on Marcus. During 21/22 Feb, 6 HBs fly individual snooper raids from Guam against Chichi Jima.",24.78,141.32,18.12,145.76,1945-02-21T06:00:00Z,1.6,25000,350,,Iwo Jima,Pagan,24,,Reconnaissance
TENTHAF-19450222-00,Tenth AF,P-47 Thunderbolt,"29 P-47’s spt ground forces in Namhsam area. 11 closely spt forces in Mongmit sector. About 100 FBs attack troop concentrations, gun positions, supply points, trucks, and animal transport in battle areas and behind enemy lines. Transports complete over 600 sorties to forward areas throughout the day.",25.4,97.39,,,1945-02-22T06:00:00Z,,25000,350,,Myitkyina Burma,,29,,Fighter
FOURTEENTHAF-19450222-00,Fourteenth AF,B-25 Mitchell,"19 FBs hit villages, tanks, and trucks from Hsiangcheng to Hsuchang, attack railroad traffic around Sinsiang and Linfen, hit river craft, trucks, and troops in Chiuchiang area, and claim 1 freighter sunk on the Yangtze between Hankow and Nanking. A single B-25 attacks convoys in Siang-Chiang Valley near Hengyang.",25.01,102.71,34.02,113.85,1945-02-22T06:00:00Z,3.5,15000,230,,Kunming China,Hsuchang,,,Tactical Bombing
FEAF-19450222-00,FEAF,B-24 Liberator,"100 B-24’s hit troop concentrations NW of Ft Stotsenburg. P-47’s pound Corregidor. A-20’s hit concen- trations at Pugo, SW of Baguio, B-24’s bomb supply areas N and W of Baguio while P-51’s hit Angin and Marikina. B-24’s bomb Tarakan and Labuan A/Fs.",10.99,124.91,3.3,117.63,1945-02-22T06:00:00Z,1.5,22000,215,,Leyte Philippines,Tarakan,100,,Tactical Bombing
FEAF-19450222-01,FEAF,A-20 Havoc,"100 B-24’s hit troop concentrations NW of Ft Stotsenburg. P-47’s pound Corregidor. A-20’s hit concen- trations at Pugo, SW of Baguio, B-24’s bomb supply areas N and W of Baguio while P-51’s hit Angin and Marikina. B-24’s bomb Tarakan and Labuan A/Fs.",10.99,124.91,14.38,120.57,1945-02-22T06:00:00Z,1.1,10000,300,,Leyte Philippines,Corregidor,,,Ground Attack
FEAF-19450222-02,FEAF,P-47 Thunderbolt,"100 B-24’s hit troop concentrations NW of Ft Stotsenburg. P-47’s pound Corregidor. A-20’s hit concen- trations at Pugo, SW of Baguio, B-24’s bomb supply areas N and W of Baguio while P-51’s hit Angin and Marikina. B-24’s bomb Tarakan and Labuan A/Fs.",10.99,124.91,14.38,120.57,1945-02-22T06:00:00Z,1.1,25000,350,,Leyte Philippines,Corregidor,,,Fighter
FEAF-19450222-03,FEAF,P-51 Mustang,"100 B-24’s hit troop concentrations NW of Ft Stotsenburg. P-47’s pound Corregidor. A-20’s hit concen- trations at Pugo, SW of Baguio, B-24’s bomb supply areas N and W of Baguio while P-51’s hit Angin and Marikina. B-24’s bomb Tarakan and Labuan A/Fs.",10.99,124.91,14.38,120.57,1945-02-22T06:00:00Z,1.0,25000,362,,Leyte Philippines,Corregidor,,,Fighter
SEVENTHAF-19450222-00,Seventh AF,B-24 Liberator,"3 B-24’s on armed rcn from Guam bomb A/F on Marcus. During 22/23 Feb, 6 HBs fly individual harassment strikes against Susaki A/F and town of Okimura.",24.78,141.32,27.06,142.21,1945-02-22T06:00:00Z,7.9,22000,215,,Iwo Jima,Susaki,3,,Reconnaissance
TENTHAF-19450223-00,Tenth AF,B-25 Mitchell,"20-plus P-47’s spt ground forces in Mongmit sector and near Lashio, hitting Japanese concentration. 12 B-25’s and 120-plus FBs continue pounding troop concentrations, supply areas, road trafflc, and ammo dumps in frontline areas and behind enemy lines. Large transport effort completes 655 sorties.",24.25,97.23,22.94,97.75,1945-02-23T06:00:00Z,0.6,15000,230,,Bhamo Burma,Lashio,12,,Tactical Bombing
TENTHAF-19450223-01,Tenth AF,P-47 Thunderbolt,"20-plus P-47’s spt ground forces in Mongmit sector and near Lashio, hitting Japanese concentration. 12 B-25’s and 120-plus FBs continue pounding troop concentrations, supply areas, road trafflc, and ammo dumps in frontline areas and behind enemy lines. Large transport effort completes 655 sorties.",24.25,97.23,22.94,97.75,1945-02-23T06:00:00Z,0.5,25000,350,,Bhamo Burma,Lashio,,,Fighter
FOURTEENTHAF-19450223-00,Fourteenth AF,B-24 Liberator,"29 B-24’s and 22 ftrs scheduled to attack Shihkiachwang abort because of bad weather. 8 P-51’s hit railroad T/Os near Siaokan and attack river traffic from Nanking to Hankow. 5 B-24’s sweep Gulf of Tonkin and S China Sea, damaging 1 vessel. 4 P-40’s attack T/Os in Kaifeng area.",25.01,102.71,30.59,114.31,1945-02-23T06:00:00Z,3.3,22000,215,,Kunming China,Hankow,29,,Tactical Bombing
FOURTEENTHAF-19450223-01,Fourteenth AF,P-40 Warhawk,"29 B-24’s and 22 ftrs scheduled to attack Shihkiachwang abort because of bad weather. 8 P-51’s hit railroad T/Os near Siaokan and attack river traffic from Nanking to Hankow. 5 B-24’s sweep Gulf of Tonkin and S China Sea, damaging 1 vessel. 4 P-40’s attack T/Os in Kaifeng area.",25.01,102.71,30.59,114.31,1945-02-23T06:00:00Z,2.3,15000,310,,Kunming China,Hankow,4,,Fighter
FOURTEENTHAF-19450223-02,Fourteenth AF,P-51 Mustang,"29 B-24’s and 22 ftrs scheduled to attack Shihkiachwang abort because of bad weather. 8 P-51’s hit railroad T/Os near Siaokan and attack river traffic from Nanking to Hankow. 5 B-24’s sweep Gulf of Tonkin and S China Sea, damaging 1 vessel. 4 P-40’s attack T/Os in Kaifeng area.",25.01,102.71,30.59,114.31,1945-02-23T06:00:00Z,2.1,25000,362,,Kunming China,Hankow,8,,Fighter
FEAF-19450223-00,FEAF,B-24 Liberator,"Strikes supporting ground forces continue throughout battle zones on Luzon. P-47’s hit Jesselton A/F while B-24’s bomb Sandakan, Lahat Datu, and Miri A/Fs. B-25’s on shipping sweeps bomb vessels in Phan Rang harbor and hit small convoy SW of Camranh Bay.",10.99,124.91,5.98,116.07,1945-02-23T06:00:00Z,2.8,22000,215,,Leyte Philippines,Jesselton,,,Tactical Bombing
FEAF-19450223-01,FEAF,B-25 Mitchell,"Strikes supporting ground forces continue throughout battle zones on Luzon. P-47’s hit Jesselton A/F while B-24’s bomb Sandakan, Lahat Datu, and Miri A/Fs. B-25’s on shipping sweeps bomb vessels in Phan Rang harbor and hit small convoy SW of Camranh Bay.",10.99,124.91,5.98,116.07,1945-02-23T06:00:00Z,2.6,15000,230,,Leyte Philippines,Jesselton,,,Tactical Bombing
FEAF-19450223-02,FEAF,P-47 Thunderbolt,"Strikes supporting ground forces continue throughout battle zones on Luzon. P-47’s hit Jesselton A/F while B-24’s bomb Sandakan, Lahat Datu, and Miri A/Fs. B-25’s on shipping sweeps bomb vessels in Phan Rang harbor and hit small convoy SW of Camranh Bay.",10.99,124.91,5.98,116.07,1945-02-23T06:00:00Z,2.0,25000,350,,Leyte Philippines,Jesselton,,,Fighter
SEVENTHAF-19450223-00,Seventh AF,B-24 Liberator,"26 B-24’s from Angaur bomb San Roque A/F. 2 P-47’s from Saipan on armed rcn strafe Pagan. On 23/24 Feb, 7 B-24’s from Guam fly snooper raids against A/F on Chichi Jima and town of Okimura on Haha Jima. Marines raise US flag on summit of Mount Suribachi on lwo Jima.",24.78,141.32,18.12,145.76,1945-02-23T06:00:00Z,2.2,22000,215,,Iwo Jima,Pagan,26,,Reconnaissance
SEVENTHAF-19450223-01,Seventh AF,P-38 Lightning,"26 B-24’s from Angaur bomb San Roque A/F. 2 P-47’s from Saipan on armed rcn strafe Pagan. On 23/24 Feb, 7 B-24’s from Guam fly snooper raids against A/F on Chichi Jima and town of Okimura on Haha Jima. Marines raise US flag on summit of Mount Suribachi on lwo Jima.",24.78,141.32,18.12,145.76,1945-02-23T06:00:00Z,1.6,20000,275,,Iwo Jima,Pagan,,,Reconnaissance
SEVENTHAF-19450223-02,Seventh AF,P-47 Thunderbolt,"26 B-24’s from Angaur bomb San Roque A/F. 2 P-47’s from Saipan on armed rcn strafe Pagan. On 23/24 Feb, 7 B-24’s from Guam fly snooper raids against A/F on Chichi Jima and town of Okimura on Haha Jima. Marines raise US flag on summit of Mount Suribachi on lwo Jima.",24.78,141.32,18.12,145.76,1945-02-23T06:00:00Z,1.6,25000,350,,Iwo Jima,Pagan,2,,Reconnaissance
TENTHAF-19450224-00,Tenth AF,B-25 Mitchell,"8 P-47’s in close spt of ground forces near Lashio pound vehicle and troop concentration. 12 B-25’s and about 125 FBs strike against tgts immediately behind lines, hitting troops, supply areas, occupied towns and villages, vehicles, and general T/Os. Transports complete 600 sorties carrying men and supplies to forward areas.",24.25,97.23,22.94,97.75,1945-02-24T06:00:00Z,0.6,15000,230,,Bhamo Burma,Lashio,12,,Tactical Bombing
TENTHAF-19450224-01,Tenth AF,P-47 Thunderbolt,"8 P-47’s in close spt of ground forces near Lashio pound vehicle and troop concentration. 12 B-25’s and about 125 FBs strike against tgts immediately behind lines, hitting troops, supply areas, occupied towns and villages, vehicles, and general T/Os. Transports complete 600 sorties carrying men and supplies to forward areas.",24.25,97.23,22.94,97.75,1945-02-24T06:00:00Z,0.5,25000,350,,Bhamo Burma,Lashio,8,,Fighter
FEAF-19450224-00,FEAF,B-24 Liberator,"On Luzon, strikes in spt of ground forces continue, especially W of Ft Stotsenburg. FBs attack forces holding out on Corregidor. B-24’s bomb Sepinggang and Manggar A/Fs. B-25’s sweep off China coast, bombing naval base at Ryukyu-Sho.",10.99,124.91,14.38,120.57,1945-02-24T06:00:00Z,1.5,22000,215,,Leyte Philippines,Corregidor,,,Tactical Bombing
