source_page,serial_number,name,identification,delivery,assignment,off_inventory,circumstances
81,44-69878,,ZSQ46 212311945,500BG,912211954,Reclaimed,Tinker
81,44-69878,,ZSQ49 212311945,500BG,912211954,Reclaimed,Tinker
81,44-69878,,212311945,,12/2/1944,Reclaimed,Tinker
81,44-69879,VSQ,2/20/1945,499BG,5/5/1954,Reclaimed,Davis-Monthan
81,44-69880,VSQ,2/20/1945,499BG,8/16/1954,Reclaimed,Griffis
81,44-69881,,BLKSQO 212311945,29BG,611911945,Mid-air,with 42-65373 at Shizuoko
81,44-69882,BELLE XTRI BELLE OF TYLER (TEXAS),BLKSQO 2/24/1945 11 2/24/1945 CIRCXll 4/00/45 BLKSQP 43 2/24/1944 BLKSQP 43 2/24/1944,29BG 9BG 9BG 39BG 39BG,4/15/1945 4/00/45 8/7/1945 8/8/1954 8/8/1954,Lost Tail Abandoned Reclaimed Reclaimed,Kawasaki Code Change lwo Jima from Toyokawa Tinker Tinker
81,44-69884,,CIRCR36 2/24/1944,6BG,8/8/1954,Reclaimed,Tinker
81,44-69885,,z 47 (2) 2/24/1945,500BG,4/20/1954,Reclaimed,Davis-Monthan
81,44-69886,,BLKSQO 2/24/1945,29BG,313111954,Reclaimed,Davis-Monthan
81,44-69887,V? ANDREWS SLIC CHIC OLD GIRL ANTAGONIZER WICHITA 1000 OF GRUNDY CENTER TRAVELER EFFORT #3,212611945 BLKSQP 50 2/24/1945 BLKSQP 46 2/24/1945 BLKSQP 25 2/14/1945 BLKSQP 25 2/14/1945 BLKSQO BLKSQO 2/24/1945 BLKSQM 2/24/1945 BLKSQP 20 212611945,499BG 39BG 39BG 39BG 39BG 29BG 29BG 19BG 504BG,5/5/1945 4/27/1945 512911945 8/8/1954 8/8/1945 5/24/1945 612211945,"Crashed, Crashed Ditched Unknown Reclaimed Reclaimed Unknown Shot Shot Survived",exploded at Utogi from Kushira Airfield 120 miles from Tori shima Tinker Tinker down Tokyo down offshore from Mizushima war
81,44-69894,,SQUAREH 212611945,98BG,8/16/1954,Reclaimed,Davis-Monthan
81,44-69895,,BLKSQP 26 212711945,39BG,4/28/1945,Rammed,"at Miyazaki Airfield, ditched"
81,44-69896,V?,,499BG,11/30/1951,Salvaged,
81,44-69897,,BLKSQK 31511945,330BG,5/25/1945,Shot,down by fighters
81,44-69898,ASQ,31511945,497BG,5/25/1954,Reclaimed,Davis-Monthan
81,44-69898,,CIRCLEE 31511945,22BG,5/25/1954,Reclaimed,Davis-Monthan
81,44-69899,A56,212711945,497BG,5/5/1945,3,"& 4 out, wing broke off between them"
81,44-69900,OF MAYWOOD TROUBLE,CIRCW05 311311945 BLKSQP 10 31511945 BLKSQP 10 31511945,505BG 39BG 39BG,5/14/1945 4/26/1954 4/26/1954,Shot Reclaimed Reclaimed,"up at Nagoya, abandoned Iwo Jima Davis-Monthan Davis-Monthan"
81,44-69902,,BLKSQP 31911945,39BG,4/20/1954,Reclaimed,Robins
81,44-69903,,BLKSQP 2/28/1945,39BG,8/8/1954,Reclaimed,Tinker
81,44-69904,,311211945,,3/16/1954,Reclaimed,Dow
81,44-69905,,3/10/1945 TRIS 46 5/8/1945,40BG,10/14/1953 912411953,Reclaimed Reclaimed,Pyote Tinker
81,44-69907,OF LA GRANGE (IL) II,BLKSQP 09 3/10/1945 BLKSQP 54 BLKSQP 54 SQUAREH 3/10/1945,39BG 39BG 39BG 98BG,4/15/1945 8/16/1954,Lost Unknown Unknown Reclaimed,Kawasaki Davis-Monthan
81,44-69909,MARIAN OF EUGENE OF SPOKANE OF RICHMOND CA LADY,SQUAREY 3/10/1945 BLKSQP 17 3/10/1945 BLKSQP 17 3/10/1945 BLKSQP 17 3/10/1945 BLKSQK59 3/8/1945 BLKSQK59 3/8/1945,307BG 39BG 39BG 39BG 330BG 330BG,8/16/1954 8/16/1954 8/16/1954 8/16/1954 51711954 51711954,Reclaimed Reclaimed Reclaimed Reclaimed Reclaimed Reclaimed,Davis-Monthan Davis-Monthan Davis-Monthan Davis-Monthan Davis-Monthan Davis-Monthan
81,44-69912,A,3/8/1945,497BG,8/10/1954,Reclaimed,Mountain Home
81,44-69913,A OF EAGLE ROCK PRAYER,3/8/1945 BLKSQP 05 3/8/1945 BLKSQP 05 3/8/1945,497BG 39BG 39BG,4/28/1954 7/18/1954 7/18/1954,Reclaimed Reclaimed Reclaimed,Davis-Monthan Dow Dow
81,44-69915,,31911945,,912211954,Reclaimed,Tinker
82,44-69916,,,31811945,4141BU,10/14/1953,Reclaimed Pyote
82,44-69917,,,31811945,4105BU,51511954,Reclaimed Davis-Monthan
82,44-69918,,CIRCE,31811945,504BG,4/29/1945,Crashed from Shikoku Airfields
82,44-69919,,CIRCE,311311945,504BG,6/8/1945,Surveyed-Flak damage at Osaka
82,44-69920,T-N-TEENY II,CIRCX3,31811945,9BG,912211953,Reclaimed Pyote
82,44-69921,,,31811945,4141BU,10/14/1953,Reclaimed Pyote
82,44-69922,,TRIN 48,31811945,444BG,912711953,Reclaimed Tinker
82,44-69923,,,31811945,,8/16/1954,Reclaimed Davis-Monthan
82,44-69924,,,31911945,4105BU,51511954,Reclaimed Davis-Monthan
82,44-69925,,,3/10/1945,4105BU,51511954,Reclaimed Davis-Monthan
82,44-69926,,V23,311211945,499BG,5/14/1945,Abandoned lwo Jima from Nagoya
82,44-69927,,,311411945,4141BU,10/14/1953,Reclaimed Pyote
82,44-69928,,BLKSQK,31811945,330BG,8/8/1954,Reclaimed Tinker
82,44-69929,,A,311211945,497BG,8/24/1953,Reclaimed Tinker
82,44-69930,,,311711945,4141BU,912211953,Reclaimed Pyote
82,44-69931,,,31911945,4105BU,51511954,Reclaimed Davis-Monthan
82,44-69932,LITTLE JO,TSQ4,311211945,498BG,,Transferred to 497BG
82,44-69932,LITTLE JO,A,311211945,497BG,912411953,Reclaimed Tinker
82,44-69933,,,311211945,,8/8/1954,Reclaimed Tinker
82,44-69934,,CIRCX49,311311945,9BG,912511953,Reclaimed Pyote
82,44-69935,,BLKSQK 11,311211945,330BG,7/14/1954,Reclaimed McClellan
82,44-69936,DINA MIGHT,CIRCE 29,311311945,504BG,6/26/1945,FlakEitoku
82,44-69937,,,3/10/1945,,912711953,Reclaimed Tinker
82,44-69938,,CIRCE,311911945,504BG,8/8/1954,Reclaimed Tinker
82,44-69939,,CIRCE61,311311945,504BG,11/17/1949,Salvaged
82,44-69940,,,311411945,4196BU,912211953,Reclaimed Pyote
82,44-69941,,CIRCW 13 (2),311311945,505BG,8/16/1945,Ditched on test hop
82,44-69942,,,311311945,,10/4/1954,Reclaimed Tinker
82,44-69943,,,311611945,233BU,711711945,Surveyed-hit mountain 6/30/45
82,44-69944,FIREBUG,ZSQ15,313011945,500BG,,Survived the war
82,44-69944,LOADED LADY,SQUAREH,313011945,98BG,911311954,Reclaimed Davis-Monthan
82,44-69944,,SQUARE Y,313011945,307BG,911311954,Reclaimed Davis-Monthan
82,44-69944,,SPEED WING,313011945,307BG,911311954,Reclaimed Davis-Monthan
82,44-69945,,,311611945,4105BU,51511945,Reclaimed Davis-Monthan
82,44-69946,,,311611945,4117BU,4/20/1954,Reclaimed Robins
82,44-69947,,,311611945,247BU,4/20/1954,Reclaimed Robins
82,44-69948,,,311311945,4105BU,51511954,Reclaimed Davis-Monthan
82,44-69949,,CIRCLET,311411945,44BW,10/4/1954,Reclaimed Tinker
82,44-69950,,,311711945,,8/8/1954,Reclaimed Tinker
82,44-69951,,,311711945,,91111954,Reclaimed Yokota
82,44-69952,,CIRCE,311711945,504BG,10/10/1954,Reclaimed Randolph
82,44-69953,,CIRCE 29,311911945,504BG,10/4/1954,Reclaimed Tinker
82,44-69954,,,311911945,,313111954,Reclaimed Davis-Monthan
82,44-69955,,,311911945,,2/8/1954,Reclaimed Randolph
82,44-69956,,,311711945,,912211953,Reclaimed Pyote
82,44-69957,,V?,311911945,499BG,3/28/1954,Reclaimed Robins
82,44-69957,,YLWBANDS,311911945,,3/24/1954,Reclaimed Robins
82,44-69958,,CIRCW,3/20/1945,505BG,8/16/1954,Reclaimed Davis-Monthan
82,44-69958,,,3/20/1945,,8/16/1954,Reclaimed Davis-Monthan
82,44-69959,,BLK SQM 60 (I),,19BG,,Unknown
82,44-69959,,BLKSTRPBLU,,19BG,,Unknown
82,44-69960,,,311911945,,8/8/1954,Reclaimed Tinker
82,44-69961,,CIRCW,312111945,505BG,511911945,Ditched from Hamamatsu
82,44-69962,CITY OF MILES CITY,BLKSQO,312211945,29BG,8/16/1954,Reclaimed Davis-Monthan
82,44-69963,BIGSHMOO,TRIN 15,,444BG,12/8/1951,Salvaged
82,44-69963,WINNIE II,TRIN 15,,444BG,12/8/1951,Salvaged
82,44-69964,MARYANNA II,CIRCW6,312111945,505BG,5/25/1945,"Shot up Tokyo, crashed Chiba"
82,44-69965,,TRI U 53,312211945,462BG,61511945,"Shot down, crashed in sea at Nu Island"
82,44-69966,,TRIU,312311945,462BG,5/14/1945,Shot down by Jack II at Nagoya
82,44-69967,,BLKSQM 72,312111945,19BG,6/8/1945,Surveyed
82,44-69968,,BLKSQM41,312711945,19BG,7/28/1948,Salvaged
82,44-69969,OREGON EXPRESS,Tl!,312311945,498BG,4/20/1954,Reclaimed Kelly
82,44-69970,NIP FINALE,CIRCE 28,312311945,504BG,512911945,Exploded over Yokohama
82,44-69971,,,312311945,330BG,211711954,Reclaimed Robins
82,44-69971,,YLWBANDS,312311945,,21711954,Reclaimed Robins
83,44-69973,,3/24/1945,236BU,8/9/1945,Surveyed,at MacDill
83,44-69974,SPEARHEAD,BLKSQP 3/26/1945 CIRCXl 3/24/1945,39BG 9BG,5/23/1946,Unknown Transferred,to Army
83,44-69976,PEGGY,SQUAREH TRI I 34 3/24/1945,98BG 468BG,4/16/1951 6/27/1954,Salvaged Reclaimed,Kadena
83,44-69977,,SQUAREH 3/24/1945,98BG,6/27/1954,Reclaimed,Kadena
83,44-69977,,SQUAREY 3/24/1945,307BG,6/27/1954,Reclaimed,Kadena
83,44-69978,,CIRCE 3/25/1945,504BG,5/25/1945,Shot,down over Tokyo
83,44-69979,SUCCESS EXPRESS,CIRCR 3/27/1945 SQUAREH 3/27/1945,6BG 92BG,8/19/1954 8/8/1954,Reclaimed Reclaimed,Kelly Tinker
83,44-69980,OF ALLENDALE EIGHTY ONE NCB AVIATION ENGINEERS QUEEN,CIRCR67 3/27/1945 BLKSQP 19 3/28/1945 BLKSQP 19 3/28/1945 TRIN31 3/28/1945 TRIN31 3/28/1945 TRIN31 3/28/1945,6BG 39BG 39BG 444BG 444BG 444BG,8/8/1954 8/8/1954 8/8/1954 9/15/1954 9/15/1954 9/15/1954,Reclaimed Reclaimed Reclaimed Harmon Harmon Harmon,Tinker Tinker Tinker
83,44-69983,,BLKSQO 35 3/29/1945,29BG,,Unknown,
83,44-69984,,BLKSQM 20 3/27/1945,19BG,2/22/1954,Reclaimed,Randolph
83,44-69984,JALOPY OF VINCENNES HAPPY RETURNS HUNTERS KID,CIRCX 3/27/1945 X TRI 53 3/27/1945 BLKSQP 18 3/29/1945 BLKSQP 18 3/29/1945 3/28/1945 TSQ14 3/28/1945,9BG 9BG 39BG 39BG 53WRS 498BG,2/22/1954 9/14/1948 6/17/1954 6/17/1954 10/111954,Reclaimed Salvaged Reclaimed Reclaimed Reclaimed Convened,Randolph at McClellan Davis-Monthan Davis-Monthan Burtonwood to WB-29
83,44-69987,,CIRCLEE 3/28/1945,22BG,10/111954,Reclaimed,Burtonwood
83,44-69988,,TRI N 49 3/28/1945,444BG,5/18/1954,Reclaimed,Hick.am
83,44-69989,,TRIU 3/28/1945,462BG,3/25/1948,Salvaged,
83,44-69990,,BLKSQM 25 3/29/1945,19BG,7/2/1945,Abandoned,"from Minoshims, #2 engine fire"
83,44-69991,,BLKSQO 3/29/1945,29BG,4/20/1954,Reclaimed,Kelly
83,44-69992,,TRIS 40 3/29/1945,40BG,9/14/1954,Reclaimed,Griffis
83,44-69993,,T 34 (3) 3/3111945,498BG,6/22/1945,Lost,"#3,2 & 4 after T/0, crash landed"
83,44-69994,OF KNOXVILLE PYLE,CIRCX36 3/30/1945 BLKSQK38 3/30/1945 BLKSQK38 3/30/1945,9BG 330BG 330BG,9/22/1953 4/20/1954 4/20/1954,Reclaimed Reclaimed Reclaimed,Pyote Hill Hill
83,44-69996,OF SPANISH FORKS BODY,BLKSQM 58 3/30/1945 BLKSQK35 4/2/1945 BLKSQK35 4/2/1945,19BG 330BG 330BG,8/20/1945 8/8/1954 8/8/1954,Surveyed Reclaimed Reclaimed,Tinker Tinker
83,44-69997,,CIRCW 4/2/1945,505BG,8/8/1954,Reclaimed,Tinker
83,44-69998,,A 4/2/1945,497BG,8/28/1945,Possible,crash dropping POW supplies
83,44-69998,,SQUAREH 4/2/1945,98BG,,Unknown,
83,44-69999,OF A KIND,CIRCW 12 4/3/1945 BLKSTRPBLU 4/3/1945,505BG 19BG,7/14/1954,Survived Salvaged,War at Davis-Monthan
83,44-70000,SUE CHIEF CHIEF OF CHICAGO VAN OF COOPERSTOWN OF BALD GOATS,BLKSQM 59 4/2/1945 T 42 4/2/1945 DIAM# 4/3/1945 TRIN51 4/3/1945 BLKSQM 12 2/3/1945 BLKSQM 12 4/2/1945 BLKSQP 16 4/3/1945 CIRCW 14(2) 4/3/1945,19BG 498BG 444BG 444BG 19BG 19BG 39BG 505BG,4/30/1946 7/18/1954 5/10/1945 5/14/1945 5/6/1948 5/6/1948 5/4/1945 11/5/1945,"Transferred Reclaimed Group Cr, Reclaimed Reclaimed Shot Abandoned","to Army McClellan transfer to Tinian burned short of runway, engine failed Tinker Tinker down Oita-1st mission near Saipan"
83,44-70006,FOR TONIGHT,CIRCR58 4/4/1945 BLKSTRPRED 4/5/1945,6BG 19BG,9/29/1954 6/27/1954,Reclaimed Reclaimed,Bergstrom Kadena
83,44-70007,,A 4/5/1945,497BG,,Survived,war
83,44-70007,,SQUARE EMPTY 4/5/1945,2BG,,Possible,transfer to 19BG
83,44-70008,OF HATCH OF PACIFIC PALISADES BALL BALL KABAZIE WAGON,BLKSQO 4/4/1945 BLKSQK41 4/4/1945 BLKSQK41 4/4/1945 BLKSQK41 4/4/1945 BLKSQK41 CIRCX54 4/4/1945,29BG 330BG 330BG 330BG 505BG 9BG,6/5/1945 7/18/1954 7/18/1954 7/18/1954 10/12/1953,Flak Reclaimed Reclaimed Reclaimed Unknown Reclaimed,"damage, crashed Hyogo Prefecture Mountain Home Mountain Home Mountain Home Pyote"
83,44-70012,,BLKSTRPGRN 4/5/1945,19BG,10/4/1954,Reclaimed,Tinker
83,44-70013,,BLKSQM 09 4/3/1945,19BG,5/16/1946,Transferred,to Army
83,44-70014,,TRI! 4/6/1945,468BG,6/27/1954,Reclaimed,Kadena
83,44-70014,,V9 4/6/1945,499BG,,Unknown,
84,44-70042,,CIRCLEE,4/12/1945,22BG,,Transfer to 19BG
84,44-70043,,,4/13/1945,,8/8/1954,Reclaimed Tinker
84,44-70044,,,4/14/1945,,8/16/1954,Reclaimed Davis-Monthan
84,44-70045,,,4/14/1945,,912311953,Reclaimed Tinker
84,44-70046,,,4/14/1945,,9/22/1954,Reclaimed Tinker
84,44-70047,,,4/16/1945,,8/16/1954,Reclaimed Davis-Monthan
84,44-70048,,,4/14/1945,326BU,2/10/1954,Reclaimed Randolph
84,44-70049,,,4/14/1945,581ASL,3/23/1954,Reclaimed Clark Field
84,44-70050,,,4/16/1945,326BU,12/3/1953,Reclaimed Great Falls
84,44-70051,,,4/18/1945,4141BU,9/22/1953,Reclaimed Pyote
84,44-70052,,,4/17/1945,,8/8/1954,Reclaimed Tinker
84,44-70053,,,4/17/1945,,9/24/1953,Reclaimed Tinker
84,44-70054,,,4/17/1945,,8/8/1954,Reclaimed Tinker
84,44-70055,,SQUAREY,4/18/1945,307BG,6/27/1954,Reclaimed Kadena
84,44-70056,,,4/17/1945,236BU,5/8/1945,Surveyed at Pyote
84,44-70057,,,4/18/1945,,911311954,Reclaimed Davis-Monthan
84,44-70058,,,4/19/1945,,7/14/1954,Salvaged at Davis-Monthan
84,44-70059,,,4/19/1945,,10/4/1954,Reclaimed Tinker
84,44-70060,,,4/20/1945,2750ABG,8/18/1954,Reclaimed Wright-Patterson
84,44-70061,,,4/19/1945,,11/3/1953,Reclaimed Tinker
84,44-70062,,,4/19/1945,,711511954,Reclaimed McClellan
84,44-70063,,,4/28/1945,,10/4/1954,Reclaimed Tinker
84,44-70064,,BLKSQM 39,4/20/1945,19BG,,Unknown
84,44-70065,,,4/20/1945,,,Unknown
84,44-70066,,,4/18/1945,,9/24/1953,Reclaimed Tinker
84,44-70067,,,4/25/1945,326BU,4/20/1954,Reclaimed Robins
84,44-70068,,,4/2111945,,11/111954,Reclaimed Tinker
84,44-70069,DEARLY BELOVED,CIRCR59,4/20/1945,6BG,8/8/1954,Reclaimed Tinker
84,44-70069,THE RAMP TRAMP,CIRCR59,4/20/1945,6BG,8/8/1954,Reclaimed Tinker
84,44-70069,THE RAMP TRAMP,CIRCX,,9BG,8/8/1954,Reclaimed Tinker
85,44-70070,THE 8BALL,CIRCX 16 4/2111945,9BG,,3/3111948,Salvaged at Tinker
85,44-70071,,CIRCW 4/2111945,505BG,,3/25/1954,Reclaimed Hill
85,44-70072,LIMBER RICHARD,CIRCX55 4/23/1945,9BG,,7/18/1954,Salvaged at Mountain Home
85,44-70073,MAC'S EFFORT,CIRCLE W 4/23/1945,92BG,,1118/1954,Reclaimed Smoky Hill
85,44-70074,,4/22/1945,326BU,,4/20/1954,Reclaimed Robins
85,44-70075,,T 46 (2) 4/24/1945,498BG,,5/24/1945,Crashed near Haneda
85,44-70076,,TRIU 15 4/30/1945,462BG,,7/25/1954,Reclaimed Turner
85,44-70077,CITY OF CLEVELAND,BLKSQP 31 4/25/1945,39BG,,,Survived War
85,44-70077,LITTLE BULLY,BLKSQP 31 4/25/1945,39BG,,,Survived War
85,44-70077,,BLKSTRP 4/25/1945,19BG,,7/14/1954,Salvaged at Davis-Monthan
85,44-70078,WILLIAM ALLEN WHITE,CIRCW05 4/28/1945,505BG,,1118/1950,Reclaimed Hill
85,44-70079,CITY OF REDFIELD,BLKSQP 51 4/25/1945,38BG,,6/23/1954,Reclaimed Pyote
85,44-70079,FOREVER AMBER,BLKSQP 51 4/25/1945,39BG,,6/23/1954,Reclaimed Pyote
85,44-70080,"CITY OF GRIFFIN, GA",BLKSQO 16 4/30/1945,29BG,,3/25/1954,Reclaimed Hill
85,44-70081,,V? 4/30/1945,499BG,,8/16/1954,Reclaimed Davis-Monthan
85,44-70082,,T 30 4/25/1945,498BG,,10/14/1953,Reclaimed Pyote
85,44-70083,FLYING FOOL,VSQ8 4/22/1945,499BG,,6/111945,"Flak, crashed Osaka Bay"
85,44-70083,FLYING FOOL,VSQ 10/8 4/22/1945,499BG,,6/111945,"Flak, crashed Osaka Bay"
85,44-70084,,TRI I 35 4/28/1945,468BG,,6/22/1945,Flak at Kure - crashed Kochi City
85,44-70085,PATCHES,TRIS 41 4/25/1945,40BG,,7/25/1954,Reclaimed Mountain Home
85,44-70086,,TRI U 33 4/25/1945,462BG,,912911953,Reclaimed Tinker
85,44-70087,,4/25/1945,,,10/4/1954,Reclaimed Tinker
85,44-70088,,5/7/1945,,,8/8/1954,Reclaimed Tinker
85,44-70089,,YLWBANDS 4/26/1945,,,,Unknown
85,44-70090,,4/27/1945,326BU,,5/15/1945,Surveyed at MacDill
85,44-70091,,4/27/1945,,,1110/1954,Reclaimed Tinker
85,44-70092,,BLKSQM 22 4/26/1945,19BG,,1114/1945,Salvaged
85,44-70093,,BLKSQO 4/27/1945,29BG,,4/20/1954,Reclaimed Hill
85,44-70094,B-SWEETIV,TRIS 43 4/28/1945,40BG,,,Unknown-Record Card Missing
85,44-70095,,BLKSQM,19BG,,6/10/1951,Salvaged
85,44-70096,,v 16 4/30/1945,499BG,,10/4/1954,Reclaimed Tinker
85,44-70097,,5/2/1945,4000EXP,,7/2/1954,Reclaimed Wright-Patterson
85,44-70098,,BLKSQM 19 4/30/1945,19BG,,9/24/1949,Salvaged at McClellan
85,44-70099,,V23 4/30/1945,499BG,,9/14/1953,Reclaimed Davis-Monthan
85,44-70100,MISS YOU,TRIS 44 4/30/1945,40BG,,4/20/1954,Reclaimed Hill
85,44-70101,CITY OF BERKELEY,BLKSQK 11 4/30/1945,330BG,,9/13/1954,Reclaimed Yokota
85,44-70101,JE REVIENS,BLKSQK 11 4/30/1945,330BG,,9/13/1954,Reclaimed Yokota
85,44-70101,JE REVIENS,z 16 4/30/1945,500BG,,9/13/1954,Reclaimed Yokota
85,44-70101,,YLWBANDS 4/30/1945,,,9/13/1954,Reclaimed Yokota
85,44-70102,HERE'S HOPIN,TRI N 41 4/30/1945,444BG,,10/8/1953,Reclaimed Tinker
85,44-70102,,BLKSQM 40 4/30/1945,19BG,,10/8/1953,Reclaimed Tinker
85,44-70103,CITY OF LINCOLN,BLKSQM 07 4/30/1945,19BG,,11115/1947,Salvaged at FEAMCOM
85,44-70103,PRINCESS PAT II,BLKSQM 07 4/30/1945,19BG,,11115/1947,Salvaged at FEAMCOM
85,44-70104,,TRIU 16 5/2/1945,462BG,,3/1111954,Reclaimed Robins
85,44-70105,,BLKSQO 06 5/3/1945,29BG,,4/20/1954,Reclaimed Hill
85,44-70106,NIP FINALE II,CIRCE28 5/2/1945,504BG,,8/8/1954,Reclaimed Tinker
85,44-70107,,BLKSQO 5/2/1945,29BG,,11112/1953,Reclaimed Pyote
85,44-70108,SWEET THING,TRI N 32139 5/4/1945,444BG,,7/3111954,Reclaimed Tinker
85,44-70109,DELILAH,CIRCE26 5/2/1945,504BG,,6/26/1945,Lost Eitoku
85,44-70110,,TRI U 34 5/3/1945,462BG,,11112/1953,Reclaimed Pyote
85,44-70111,STRAP HANGER,CIRCE 57 5/2/1945,504BG,,71911948,Salvaged
85,44-70111,,CIRCW6 5/2/1945,505BG,,71911948,Salvaged at Clark Field with 504th
85,44-70112,SWEET SUE,CIRCX05 5/7/1945,9BG,,8/19/1954,Reclaimed Kelly
85,44-70113,"ANCIENT MARINER,",z 58,500BG,,,"Static display, Florence NC"
85,44-70113,THE MARYLIN GAY,z 58,500BG,,,"Static display, Florence NC"
85,44-70113,"THE MARYLYN GAY,",ZSQ58,500BG,,,"Static display, Florence NC"
85,44-70114,,CIRCR 5/4/1945,6BG,,4/20/1954,Reclaimed Hill
85,44-70115,,CIRCW9 5/2/1945,505BG,,8/24/1953,Reclaimed Tinker
85,44-70116,,CIRCR 5/4/1945,6BG,,7/19/1945,Shot down Niigata area
85,44-70117,,Z07 5/7/1945,500BG,,,"Survived war, converted to SB-29"
85,44-70117,,YLWBANDS 5/7/1945,,,9/111954,Reclaimed Yokota
85,44-70118,,CIRCR 5/4/1945,6BG,,6/23/1954,Reclaimed Pyote
85,44-70118,,CIRCE 5/4/1945,504BG,,6/23/1954,Reclaimed Pyote
85,44-70118,THE ERNIE PYLE,CIRCE 56 4/6/1945,504BG,,4/24/1947,Salvaged
85,44-70119,,V? 5/7/1945,499BG,,2/9/1954,Reclaimed Hickam
86,44-70119,,YLWBANDS,51711945,,21911954,Reclaimed Hickam
86,44-70120,MEMPHIS MAID,TRIN 23,51911945,444BG,912411953,Reclaimed Tinker
86,44-70121,WILLIAM ALLEN WHITE,CIRCX50,51311945,9BG,912511953,Reclaimed Pyote
86,44-70122,,CIRCW,5/8/1945,505BG,10/1111945,Missing
86,44-70123,HO HUM,TRIN 16,51911945,444BG,10/411954,Reclaimed Tinker
86,44-70124,TOJO'S NIGHTMARE,CIRCR60,5/8/1945,6BG,10/14/1953,Reclaimed Tinker
86,44-70125,,BLKSTRP,71411945,19BG,711411954,Reclaimed Davis-Monthan
86,44-70126,,CIRCR,5/8/1945,6BG,4/20/1954,Reclaimed Kelly
86,44-70127,HERE'SHOPN,TRIN 40,511011945,444BG,,No 444BG Record
86,44-70127,UNCONDITIONAL SURRENDER,TRIN 40,511011945,444BG,511211954,Reclaimed Robins
86,44-70128,BIG! AIN'T IT?,TRIN 62,51911945,444BG,711411954,Reclaimed Andersen
86,44-70129,ARSON INC,TRIN 47,51911945,444BG,511611954,Reclaimed Robins
86,44-70129,FLAK MAID,TRIN 47,51911945,444BG,511611954,Reclaimed Robins
86,44-70130,,TRIN,511011945,444BG,811911954,Reclaimed Kelly
86,44-70131,PATIENCE REWARD,TRIN21,511111945,444BG,,Converted to WB-29
86,44-70131,,,511111945,53WRS,2/00/55,Kindley
86,44-70132,,TRIN 55,511111945,444BG,712411945,"Direct flak hit Handu, crashed Osaka Bay"
86,44-70133,,CIRCW06,511011945,505BG,10/14/1953,Reclaimed Pyote
86,44-70134,NO SWEAT (II),BLKSTRPRED,511211945,19BG,711411954,Salvaged at Davis-Monthan
86,44-70134,,V?,511211945,499BG,,Survived war
86,44-70134,,SQUARE EMPTY,511211945,2BG,,Survived war
86,44-70135,ANTOINETTE II,T 48 (3),511611945,498BG,4/20/1954,Reclaimed Hill
86,44-70136,BUCKIN' BRONCO,z 28,611111945,500BG,812911945,by Shot down Russians on POW mission
86,44-70136,HOG WILD,z 28,611111945,500BG,812911945,by Shot down Russians on POW mission
86,44-70137,,TRIN 51,511111945,444BG,411311954,Reclaimed Robins
86,44-70138,,CIRCW,511211945,505BG,411911946,Condemned overseas
86,44-70139,GLOBAL GLAMOR,TRIS 17,511211945,40BG,1111211953,Reclaimed Pyote
86,44-70140,,TRI I 52,511211945,468BG,912211954,Reclaimed Tinker
86,44-70141,,T 36,511411945,498BG,313111954,Reclaimed Davis-Monthan
86,44-70142,,TRIU,,462BG,121411951,Condemned
86,44-70143,TALIE HO!,TRIN 17,511411945,444BG,8/8/1954,Reclaimed Tinker
86,44-70144,,z 39,511411945,500BG,711411954,Salvaged at Davis-Monthan
86,44-70145,,T46,511511945,498BG,411111954,Prestwick
86,44-70146,,TRI I 50,511511945,468BG,4/20/1954,Reclaimed Kelly
86,44-70147,SENTIMENTAL JOURNEY,T 31,511511945,498BG,91711949,Salvaged at Smoky Hill
86,44-70148,,TRIU,511511945,462BG,1111211953,Reclaimed Pyote
86,44-70149,LUCKY 13,TRIN 13,511611945,444BG,8/8/1954,Reclaimed Tinker
86,44-70150,,CIRCR26,511811945,6BG,511011954,Reclaimed patrick
86,44-70151,,SQUAREY,,307BG,1012311951,"Damaged Namsi, abandoned Inchon area"
86,44-70151,EDDY ALLEN II,TRIS 47,,40BG,,Survived the war
86,44-70151,,SQUARE A,,301BG,1213111951,Salvaged
86,44-70152,,v,511811945,499BG,8/8/1954,Reclaimed Tinker
86,44-70153,,V?,,499BG,411211951,Salvaged
86,44-70154,,,512211945,4141BU,10/14/1953,Reclaimed Pyote
86,44-83890,,DIAML 10,4/28/1945,331BG,113111952,Salvaged
86,44-83891,,DIAML6,4/28/1945,331BG,51711954,Reclaimed
86,44-83892,,DIAML23,4/28/1945,331BG,51711954,Reclaimed McClellan
86,44-83893,DODE,DIAML4,4/28/1945,331BG,6/2411954,Reclaimed Pyote
86,44-83893,"SALOME, WHERE SHE DANCED",DIAML4,4/28/1945,331BG,,Renamed DODE for POW rescue flt
86,44-83894,,,4/28/1945,233BU,912211953,Reclaimed Pyote
86,44-83895,,DIAML46,4/3011945,331BG,11611955,Reclaimed Bergstrom
86,44-83896,,DIAML44,4/28/1945,331BG,10/1111954,Reclaimed Turner
86,44-83897,CRAMER'S CRAPPER,DIAML25,4/28/1945,331BG,71811954,Reclaimed Tinker
86,44-83897,NO NAME!,DIAM L 25,4/28/1945,331BG,71811954,Reclaimed Tinker
86,44-83897,SALTY DOG,DIAML25,4/28/1945,331BG,71811954,Reclaimed Tinker
86,44-83898,,DIAML45,4/3011945,331BG,51711954,Reclaimed McClellan
